PersonID,Role,TypeOfRecording,Timestamp,ToolCall,Condition
7,Assistant,TTS,26.11.2024 12:19:54,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:19:55,null,ECA + Audio
7,User,Recording,26.11.2024 12:20:08,null,ECA + Audio
7,User,STT,26.11.2024 12:20:10,null,ECA + Audio
7,User,TextCompletion,26.11.2024 12:20:14,null,ECA + Audio
7,Answer,TextCompletion,26.11.2024 12:20:15,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:20:15,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:20:17,null,ECA + Audio
7,User,Recording,26.11.2024 12:20:32,null,ECA + Audio
7,User,STT,26.11.2024 12:20:34,null,ECA + Audio
7,User,TextCompletion,26.11.2024 12:20:38,null,ECA + Audio
7,Answer,TextCompletion,26.11.2024 12:20:39,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:20:40,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:20:41,null,ECA + Audio
7,System,TextCompletion,26.11.2024 12:20:50,null,ECA + Audio
7,Answer,TextCompletion,26.11.2024 12:20:51,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:20:51,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:20:52,null,ECA + Audio
7,User,Recording,26.11.2024 12:21:08,null,ECA + Audio
7,User,STT,26.11.2024 12:21:10,null,ECA + Audio
7,User,TextCompletion,26.11.2024 12:21:14,null,ECA + Audio
7,Tool,TextCompletion,26.11.2024 12:21:15,null,ECA + Audio
7,Answer,TextCompletion,26.11.2024 12:21:18,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:21:18,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:21:20,null,ECA + Audio
7,System,TextCompletion,26.11.2024 12:21:31,null,ECA + Audio
7,Answer,TextCompletion,26.11.2024 12:21:33,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:21:33,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:21:35,null,ECA + Audio
7,User,Recording,26.11.2024 12:22:07,null,ECA + Audio
7,User,STT,26.11.2024 12:22:08,null,ECA + Audio
7,User,TextCompletion,26.11.2024 12:22:12,null,ECA + Audio
7,Answer,TextCompletion,26.11.2024 12:22:14,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:22:14,null,ECA + Audio
7,Assistant,TTS,26.11.2024 12:22:15,null,ECA + Audio
7,System,TextCompletion,26.11.2024 12:24:21,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:24:21,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:24:21,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:24:21,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:24:21,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:24:35,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:24:35,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:24:37,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:25:27,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:25:27,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:25:29,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:26:10,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:26:10,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:26:11,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:26:12,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:26:14,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:26:20,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:26:21,null,ECA + kein Audio
7,User,Recording,26.11.2024 12:26:36,null,ECA + kein Audio
7,User,STT,26.11.2024 12:26:38,null,ECA + kein Audio
7,User,TextCompletion,26.11.2024 12:26:42,null,ECA + kein Audio
7,Tool,TextCompletion,26.11.2024 12:26:43,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:26:50,null,ECA + kein Audio
7,User,Recording,26.11.2024 12:27:09,null,ECA + kein Audio
7,User,STT,26.11.2024 12:27:12,null,ECA + kein Audio
7,User,TextCompletion,26.11.2024 12:27:16,null,ECA + kein Audio
7,Tool,TextCompletion,26.11.2024 12:27:17,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:27:21,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:27:34,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:27:36,null,ECA + kein Audio
7,User,Recording,26.11.2024 12:27:51,null,ECA + kein Audio
7,User,STT,26.11.2024 12:27:53,null,ECA + kein Audio
7,User,TextCompletion,26.11.2024 12:27:57,null,ECA + kein Audio
7,Tool,TextCompletion,26.11.2024 12:27:58,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:28:00,null,ECA + kein Audio
7,User,Recording,26.11.2024 12:28:19,null,ECA + kein Audio
7,User,STT,26.11.2024 12:28:21,null,ECA + kein Audio
7,User,TextCompletion,26.11.2024 12:28:25,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:28:26,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:28:43,null,ECA + kein Audio
7,Answer,TextCompletion,26.11.2024 12:28:46,null,ECA + kein Audio
7,System,TextCompletion,26.11.2024 12:30:29,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:30:29,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:30:29,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:30:29,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:30:29,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:30:39,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:30:39,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:30:41,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:31:02,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:31:02,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:31:03,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:31:31,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:31:31,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:31:33,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:31:36,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:31:38,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:31:42,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:31:43,null,UI + kein Audio
7,User,Recording,26.11.2024 12:32:09,null,UI + kein Audio
7,User,STT,26.11.2024 12:32:11,null,UI + kein Audio
7,User,TextCompletion,26.11.2024 12:32:15,null,UI + kein Audio
7,Tool,TextCompletion,26.11.2024 12:32:17,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:32:20,null,UI + kein Audio
7,User,Recording,26.11.2024 12:32:32,null,UI + kein Audio
7,User,STT,26.11.2024 12:32:33,null,UI + kein Audio
7,User,TextCompletion,26.11.2024 12:32:37,null,UI + kein Audio
7,Tool,TextCompletion,26.11.2024 12:32:38,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:32:41,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:32:48,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:32:49,null,UI + kein Audio
7,User,Recording,26.11.2024 12:33:03,null,UI + kein Audio
7,User,STT,26.11.2024 12:33:05,null,UI + kein Audio
7,User,TextCompletion,26.11.2024 12:33:09,null,UI + kein Audio
7,Tool,TextCompletion,26.11.2024 12:33:10,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:33:13,null,UI + kein Audio
7,User,Recording,26.11.2024 12:33:24,null,UI + kein Audio
7,User,STT,26.11.2024 12:33:26,null,UI + kein Audio
7,User,TextCompletion,26.11.2024 12:33:29,null,UI + kein Audio
7,Tool,TextCompletion,26.11.2024 12:33:31,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:33:35,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:33:41,null,UI + kein Audio
7,Answer,TextCompletion,26.11.2024 12:33:44,null,UI + kein Audio
7,System,TextCompletion,26.11.2024 12:34:43,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:34:43,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:34:43,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:34:43,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:34:43,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:34:43,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:34:44,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:34:57,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:34:57,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:35:00,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:35:00,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:35:01,null,UI + Audio
7,User,Recording,26.11.2024 12:35:32,null,UI + Audio
7,User,STT,26.11.2024 12:35:34,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:35:38,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:35:39,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:35:39,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:35:40,null,UI + Audio
7,User,Recording,26.11.2024 12:35:56,null,UI + Audio
7,User,STT,26.11.2024 12:35:59,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:36:03,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:36:04,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:36:04,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:36:05,null,UI + Audio
7,User,Recording,26.11.2024 12:36:20,null,UI + Audio
7,User,STT,26.11.2024 12:36:22,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:36:26,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:36:28,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:36:28,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:36:29,null,UI + Audio
7,User,Recording,26.11.2024 12:36:52,null,UI + Audio
7,User,STT,26.11.2024 12:36:54,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:36:58,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:36:59,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:36:59,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:00,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:37:05,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:37:05,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:37:06,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:37:06,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:37:07,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:07,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:08,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:37:08,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:08,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:08,null,UI + Audio
7,User,Recording,26.11.2024 12:37:41,null,UI + Audio
7,User,STT,26.11.2024 12:37:45,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:37:49,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:37:50,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:50,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:37:52,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:38:41,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:38:43,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:38:43,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:38:45,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:38:49,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:38:51,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:38:51,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:38:52,null,UI + Audio
7,User,Recording,26.11.2024 12:39:07,null,UI + Audio
7,User,STT,26.11.2024 12:39:09,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:39:13,null,UI + Audio
7,Tool,TextCompletion,26.11.2024 12:39:14,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:39:17,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:39:17,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:39:18,null,UI + Audio
7,User,Recording,26.11.2024 12:39:42,null,UI + Audio
7,User,STT,26.11.2024 12:39:44,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:39:48,null,UI + Audio
7,Tool,TextCompletion,26.11.2024 12:39:49,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:39:53,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:39:53,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:39:54,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:40:08,null,UI + Audio
7,System,TextCompletion,26.11.2024 12:40:20,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:40:24,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:40:24,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:40:26,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:40:26,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:40:26,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:40:26,null,UI + Audio
7,User,Recording,26.11.2024 12:40:27,null,UI + Audio
7,User,STT,26.11.2024 12:40:28,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:40:32,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:40:33,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:40:33,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:40:34,null,UI + Audio
7,User,Recording,26.11.2024 12:40:50,null,UI + Audio
7,User,STT,26.11.2024 12:40:54,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:40:58,null,UI + Audio
7,Tool,TextCompletion,26.11.2024 12:40:59,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:41:02,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:41:02,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:41:04,null,UI + Audio
7,User,Recording,26.11.2024 12:41:46,null,UI + Audio
7,User,STT,26.11.2024 12:41:48,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:41:52,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:41:55,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:41:55,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:41:57,null,UI + Audio
7,User,Recording,26.11.2024 12:42:18,null,UI + Audio
7,User,STT,26.11.2024 12:42:20,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:42:24,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:42:25,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:42:25,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:42:27,null,UI + Audio
7,User,Recording,26.11.2024 12:42:42,null,UI + Audio
7,User,STT,26.11.2024 12:42:43,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:42:47,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:42:48,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:42:48,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:42:50,null,UI + Audio
7,User,Recording,26.11.2024 12:43:08,null,UI + Audio
7,User,STT,26.11.2024 12:43:09,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:43:13,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:43:14,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:43:14,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:43:19,null,UI + Audio
7,User,Recording,26.11.2024 12:43:30,null,UI + Audio
7,User,STT,26.11.2024 12:43:32,null,UI + Audio
7,User,TextCompletion,26.11.2024 12:43:36,null,UI + Audio
7,Answer,TextCompletion,26.11.2024 12:43:37,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:43:37,null,UI + Audio
7,Assistant,TTS,26.11.2024 12:43:39,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:22:26,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:22:26,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:22:26,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:22:26,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:22:26,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:22:26,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:22:28,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:22:59,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:22:59,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:22:59,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:23:01,null,UI + Audio
22,User,Recording,26.11.2024 13:24:40,null,UI + Audio
22,User,STT,26.11.2024 13:24:41,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:24:44,null,UI + Audio
22,User,TextCompletion,26.11.2024 13:24:45,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:24:51,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:24:51,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:24:52,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:24:52,null,UI + Audio
22,Tool,TextCompletion,26.11.2024 13:24:52,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:24:57,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:24:57,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:24:58,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:24:59,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:24:59,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:24:59,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:25:19,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:25:21,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:25:21,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:25:22,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:25:36,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:25:40,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:25:41,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:25:41,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:25:42,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:25:42,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:25:43,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:28:51,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:28:53,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:28:53,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:28:55,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:29:52,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:29:54,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:29:54,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:29:57,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:42:31,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:42:31,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:42:31,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:42:31,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:42:33,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:42:33,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:42:35,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:42:47,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:42:47,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:42:49,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:42:49,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:42:50,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:44:00,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:44:01,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:44:02,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:02,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:03,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:44:09,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:44:10,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:10,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:11,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:44:29,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:44:31,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:31,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:32,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:44:42,null,UI + Audio
22,Answer,TextCompletion,26.11.2024 13:44:46,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:46,null,UI + Audio
22,Assistant,TTS,26.11.2024 13:44:48,null,UI + Audio
22,System,TextCompletion,26.11.2024 13:47:03,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:03,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:03,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:03,null,UI + kein Audio
22,Answer,TextCompletion,26.11.2024 13:47:03,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:15,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:15,null,UI + kein Audio
22,Answer,TextCompletion,26.11.2024 13:47:18,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:43,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:43,null,UI + kein Audio
22,Answer,TextCompletion,26.11.2024 13:47:44,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:47:50,null,UI + kein Audio
22,Answer,TextCompletion,26.11.2024 13:47:52,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:48:03,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:48:06,null,UI + kein Audio
22,System,TextCompletion,26.11.2024 13:49:13,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:13,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:13,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:13,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:34,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:34,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:49:34,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:34,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:36,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:49:37,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:37,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:38,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:49:38,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:38,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:38,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:49:40,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:40,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:40,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:54,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:49:54,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:49:56,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:56,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:49:57,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:50:02,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:50:03,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:50:03,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:50:05,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:50:16,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:50:17,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:50:17,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:50:19,null,ECA + Audio
22,User,Recording,26.11.2024 13:50:41,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:50:46,null,ECA + Audio
22,Answer,TextCompletion,26.11.2024 13:50:48,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:50:48,null,ECA + Audio
22,Assistant,TTS,26.11.2024 13:50:49,null,ECA + Audio
22,System,TextCompletion,26.11.2024 13:51:41,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:51:41,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:51:41,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:51:41,null,ECA + kein Audio
22,Answer,TextCompletion,26.11.2024 13:51:41,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:51:48,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:51:48,null,ECA + kein Audio
22,Answer,TextCompletion,26.11.2024 13:51:50,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:53:21,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:53:21,null,ECA + kein Audio
22,Answer,TextCompletion,26.11.2024 13:53:23,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:53:29,null,ECA + kein Audio
22,Answer,TextCompletion,26.11.2024 13:53:31,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:53:37,null,ECA + kein Audio
22,Answer,TextCompletion,26.11.2024 13:53:38,null,ECA + kein Audio
22,System,TextCompletion,26.11.2024 13:53:54,null,ECA + kein Audio
22,Answer,TextCompletion,26.11.2024 13:53:57,null,ECA + kein Audio
11,System,TextCompletion,26.11.2024 14:49:57,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:49:58,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:49:58,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:49:58,null,UI + Audio
11,Answer,TextCompletion,26.11.2024 14:49:58,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:49:58,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:50:00,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:50:12,null,UI + Audio
11,Answer,TextCompletion,26.11.2024 14:50:12,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:50:12,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:50:14,null,UI + Audio
11,User,Recording,26.11.2024 14:50:27,null,UI + Audio
11,User,STT,26.11.2024 14:50:28,null,UI + Audio
11,User,TextCompletion,26.11.2024 14:50:32,null,UI + Audio
11,Tool,TextCompletion,26.11.2024 14:50:34,null,UI + Audio
11,Answer,TextCompletion,26.11.2024 14:50:36,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:50:36,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:50:38,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:51:03,null,UI + Audio
11,Answer,TextCompletion,26.11.2024 14:51:04,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:51:04,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:51:06,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:51:06,null,UI + Audio
11,Answer,TextCompletion,26.11.2024 14:51:07,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:51:07,null,UI + Audio
11,Assistant,TTS,26.11.2024 14:51:09,null,UI + Audio
11,System,TextCompletion,26.11.2024 14:51:44,null,UI + Audio
